lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje,seccion
No quiero responder,infimss,"En los últimos 3 meses, ¿ha recibido, visto o escuchado algún tipo de información sobre el Covid-19, por parte del IMSS?",96,Nacional,Nacional,0.24735366,Difusión de información sobre Covid-19
No sé,infimss,"En los últimos 3 meses, ¿ha recibido, visto o escuchado algún tipo de información sobre el Covid-19, por parte del IMSS?",99,Nacional,Nacional,2.75097848,Difusión de información sobre Covid-19
Sí,atn1fam,"¿Considera usted que el personal del IMSS atiende primero a sus amigos, familiares o conocidos?",1,Nacional,Nacional,36.54152574,Preferencias en la atención
No,atn1fam,"¿Considera usted que el personal del IMSS atiende primero a sus amigos, familiares o conocidos?",2,Nacional,Nacional,35.00673798,Preferencias en la atención
No quiero responder,atn1fam,"¿Considera usted que el personal del IMSS atiende primero a sus amigos, familiares o conocidos?",96,Nacional,Nacional,1.07326914,Preferencias en la atención
No sé,atn1fam,"¿Considera usted que el personal del IMSS atiende primero a sus amigos, familiares o conocidos?",99,Nacional,Nacional,27.37846713,Preferencias en la atención
Sí,quejas,"¿Conoce algún medio (red social, oficina, módulo, etc",1,Nacional,Nacional,31.7389905,Transparencia y posibles acciones de corrupción
No,quejas,"¿Conoce algún medio (red social, oficina, módulo, etc",2,Nacional,Nacional,65.71121609,Transparencia y posibles acciones de corrupción
No quiero responder,quejas,"¿Conoce algún medio (red social, oficina, módulo, etc",96,Nacional,Nacional,0.34466199,Transparencia y posibles acciones de corrupción
No sé,quejas,"¿Conoce algún medio (red social, oficina, módulo, etc",99,Nacional,Nacional,2.20513141,Transparencia y posibles acciones de corrupción
Sí,sat3_mot_a,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mal trato del personal",1,Nacional,Nacional,42.41416336,Satisfacción y trato
No,sat3_mot_a,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mal trato del personal",2,Nacional,Nacional,50.34309574,Satisfacción y trato
No quiero responder,sat3_mot_a,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mal trato del personal",96,Nacional,Nacional,5.23222072,Satisfacción y trato
No sé,sat3_mot_a,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mal trato del personal",99,Nacional,Nacional,2.01052018,Satisfacción y trato
Sí,sat3_mot_b,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Falta de medicamentos",1,Nacional,Nacional,53.47297342,Satisfacción y trato
No,sat3_mot_b,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Falta de medicamentos",2,Nacional,Nacional,42.7460228,Satisfacción y trato
No quiero responder,sat3_mot_b,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Falta de medicamentos",96,Nacional,Nacional,1.53250006,Satisfacción y trato
No sé,sat3_mot_b,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Falta de medicamentos",99,Nacional,Nacional,2.24850372,Satisfacción y trato
Sí,sat3_mot_c,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Tiempo de espera largo",1,Nacional,Nacional,69.39645492,Satisfacción y trato
No,sat3_mot_c,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Tiempo de espera largo",2,Nacional,Nacional,29.1271774,Satisfacción y trato
No quiero responder,sat3_mot_c,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Tiempo de espera largo",96,Nacional,Nacional,0.82892436,Satisfacción y trato
No sé,sat3_mot_c,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Tiempo de espera largo",99,Nacional,Nacional,0.64744333,Satisfacción y trato
Sí,sat3_mot_d,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mal servicio en farmacia",1,Nacional,Nacional,29.08620105,Satisfacción y trato
No,sat3_mot_d,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mal servicio en farmacia",2,Nacional,Nacional,66.31321906,Satisfacción y trato
No quiero responder,sat3_mot_d,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mal servicio en farmacia",96,Nacional,Nacional,2.08743722,Satisfacción y trato
No sé,sat3_mot_d,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mal servicio en farmacia",99,Nacional,Nacional,2.51314267,Satisfacción y trato
Sí,sat3_mot_e,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mala limpieza de las instalaciones",1,Nacional,Nacional,27.40608706,Satisfacción y trato
No,sat3_mot_e,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mala limpieza de las instalaciones",2,Nacional,Nacional,67.66154116,Satisfacción y trato
No quiero responder,sat3_mot_e,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mala limpieza de las instalaciones",96,Nacional,Nacional,1.62282197,Satisfacción y trato
No sé,sat3_mot_e,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Mala limpieza de las instalaciones",99,Nacional,Nacional,3.3095498,Satisfacción y trato
Sí,sat3_mot_f,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Falta de personal, médicos(as)/especialistas",1,Nacional,Nacional,66.11697982,Satisfacción y trato
No,sat3_mot_f,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Falta de personal, médicos(as)/especialistas",2,Nacional,Nacional,28.95347464,Satisfacción y trato
No quiero responder,sat3_mot_f,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Falta de personal, médicos(as)/especialistas",96,Nacional,Nacional,1.19691191,Satisfacción y trato
No sé,sat3_mot_f,"¿Por qué motivo(s) está ni satisfecho ni insatisfecho, insatisfecho o muy insatisfecho? Falta de personal, médicos(as)/especialistas",99,Nacional,Nacional,3.73263363,Satisfacción y trato
Sí,corrupfarm,"¿Le condicionaron la entrega de medicamentos a cambio de regalos, favores o dinero?",1,Nacional,Nacional,0.31630024,Condicionamiento en la entrega de medicamentos
No,corrupfarm,"¿Le condicionaron la entrega de medicamentos a cambio de regalos, favores o dinero?",2,Nacional,Nacional,99.55541305,Condicionamiento en la entrega de medicamentos
No quiero responder,corrupfarm,"¿Le condicionaron la entrega de medicamentos a cambio de regalos, favores o dinero?",96,Nacional,Nacional,0.0739437,Condicionamiento en la entrega de medicamentos
No sé,corrupfarm,"¿Le condicionaron la entrega de medicamentos a cambio de regalos, favores o dinero?",99,Nacional,Nacional,0.05434302,Condicionamiento en la entrega de medicamentos
Sí,cons_farm,"En los últimos 6 meses, ¿solicitó atención en una farmacia que cuente con consultorio médico privado por algún problema de salud?",1,Nacional,Nacional,42.21991168,Solicitud de atención médica en farmacias con consultorio privado
No,cons_farm,"En los últimos 6 meses, ¿solicitó atención en una farmacia que cuente con consultorio médico privado por algún problema de salud?",2,Nacional,Nacional,54.61750001,Solicitud de atención médica en farmacias con consultorio privado
No quiero responder,cons_farm,"En los últimos 6 meses, ¿solicitó atención en una farmacia que cuente con consultorio médico privado por algún problema de salud?",96,Nacional,Nacional,0.2615442,Solicitud de atención médica en farmacias con consultorio privado
No tuve un problema de salud,cons_farm,"En los últimos 6 meses, ¿solicitó atención en una farmacia que cuente con consultorio médico privado por algún problema de salud?",97,Nacional,Nacional,2.79743771,Solicitud de atención médica en farmacias con consultorio privado
No sé,cons_farm,"En los últimos 6 meses, ¿solicitó atención en una farmacia que cuente con consultorio médico privado por algún problema de salud?",99,Nacional,Nacional,0.1036064,Solicitud de atención médica en farmacias con consultorio privado
1 a 2,covid_diagg2_x,¿Cuántos familiares en su hogar fallecieron por Covid-19 de noviembre de 2020 a la fecha?,1,Nacional,Nacional,82.55094117,Diagnóstico de Covid-19 de personas usuarias y familiares
3 a 4,covid_diagg2_x,¿Cuántos familiares en su hogar fallecieron por Covid-19 de noviembre de 2020 a la fecha?,2,Nacional,Nacional,7.19047251,Diagnóstico de Covid-19 de personas usuarias y familiares
más de 4,covid_diagg2_x,¿Cuántos familiares en su hogar fallecieron por Covid-19 de noviembre de 2020 a la fecha?,3,Nacional,Nacional,1.10847241,Diagnóstico de Covid-19 de personas usuarias y familiares
No quiero responder,covid_diagg2_x,¿Cuántos familiares en su hogar fallecieron por Covid-19 de noviembre de 2020 a la fecha?,96,Nacional,Nacional,4.22424807,Diagnóstico de Covid-19 de personas usuarias y familiares
Ninguno,covid_diagg2_x,¿Cuántos familiares en su hogar fallecieron por Covid-19 de noviembre de 2020 a la fecha?,97,Nacional,Nacional,2.30262318,Diagnóstico de Covid-19 de personas usuarias y familiares
No sé,covid_diagg2_x,¿Cuántos familiares en su hogar fallecieron por Covid-19 de noviembre de 2020 a la fecha?,99,Nacional,Nacional,2.62324266,Diagnóstico de Covid-19 de personas usuarias y familiares
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Nacional,Nacional,86.59884713,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Nacional,Nacional,8.54003685,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Nacional,Nacional,1.72953801,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Nacional,Nacional,1.42443106,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Nacional,Nacional,0.08427811,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Nacional,Nacional,1.62286884,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
18 a 25 años,edad_fin,,1,Nacional,Nacional,16.41135191,SubCategoria
26 a 34 años,edad_fin,,2,Nacional,Nacional,20.24254281,SubCategoria
35 a 44 años,edad_fin,,3,Nacional,Nacional,15.24651806,SubCategoria
45 a 54 años,edad_fin,,4,Nacional,Nacional,15.96692733,SubCategoria
55 a 64 años,edad_fin,,5,Nacional,Nacional,14.68400719,SubCategoria
65 o más,edad_fin,,6,Nacional,Nacional,17.4486527,SubCategoria
Mujer,sexo,Sexo,1,Nacional,Nacional,58.09015673,SubCategoria
Hombre,sexo,Sexo,2,Nacional,Nacional,41.90984327,SubCategoria
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Nivel,Primer nivel,25.32009514,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Nivel,Primer nivel,38.07234762,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Nivel,Primer nivel,14.13221304,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Nivel,Primer nivel,11.50756425,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Nivel,Primer nivel,9.96020829,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Nivel,Primer nivel,0.60646651,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Nivel,Primer nivel,0.40110516,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Nivel,Segundo nivel,28.13331505,Satisfacción y trato
